,workerid,utterance,assignmentid,worktimeinseconds,source_model_name,source_object_class,source_dataset,target_model_name,target_object_class,target_dataset,is_patched,target_uid,source_uid,hard_context,target_original_object_class,source_original_object_class,saliency,tokens,tokens_len,utterance_spelled,target_unary_split,source_unary_split,listening_split,changeit_split,tokens_encoded,part_keywords
338576,user_1088,Thr neck is more thin,37TD41K0AJ2UK05MQ4NWV6WRTA0CSD,100.0,9ccb3f9179bf47f8b9689591a51e7ce7,guitar,ShapeNet,12e30808350dd945f4b498e11fb60a4b,guitar,ShapeNet,False,guitar/ShapeNet/12e30808350dd945f4b498e11fb60a4b,guitar/ShapeNet/9ccb3f9179bf47f8b9689591a51e7ce7,False,guitar,guitar,2,"['thr', 'neck', 'is', 'more', 'thin']",5,thr neck is more thin,test,train,test,train,"[1, 2523, 509, 7, 34, 60, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",neck
338578,user_1598,The target has tuners only on the right side of the headstock.,3JV9LGBJWV7S3KTYL9261S75UFOOG5,101.0,80f8b25d8dd77add93a644dadab2d1d1,guitar,ShapeNet,e5fc7cde70b4d5dd63e148e250c0340d,guitar,ShapeNet,False,guitar/ShapeNet/e5fc7cde70b4d5dd63e148e250c0340d,guitar/ShapeNet/80f8b25d8dd77add93a644dadab2d1d1,False,guitar,guitar,2,"['the', 'target', 'has', 'tuners', 'only', 'on', 'the', 'right', 'side', 'of', 'the', 'headstock']",12,the target has tuners only on the right side of the headstock,train,train,train,train,"[1, 10, 11, 24, 3887, 133, 20, 10, 118, 22, 38, 10, 3882, 2, 0, 0, 0, 0]",head
338579,user_1601,"It has a curved, modern headstock.",3KMS4QQVK4J3ZTCOCX4VCQQK9V5KF9,601.0,80f8b25d8dd77add93a644dadab2d1d1,guitar,ShapeNet,e5fc7cde70b4d5dd63e148e250c0340d,guitar,ShapeNet,False,guitar/ShapeNet/e5fc7cde70b4d5dd63e148e250c0340d,guitar/ShapeNet/80f8b25d8dd77add93a644dadab2d1d1,False,guitar,guitar,2,"['it', 'has', 'a', 'curved', 'modern', 'headstock']",6,it has a curved modern headstock,train,train,train,train,"[1, 23, 24, 26, 51, 458, 3882, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
338583,user_2089,It has three tuning keys on each side of the head.,3R3YRB5GRHWM6Y0SVVM54COREBKAUN,542.0,7946e354e342f560c5a468097fc791e4,guitar,ShapeNet,ef1c22bd3b74953689f0379846507dd3,guitar,ShapeNet,False,guitar/ShapeNet/ef1c22bd3b74953689f0379846507dd3,guitar/ShapeNet/7946e354e342f560c5a468097fc791e4,True,guitar,guitar,2,"['it', 'has', 'three', 'tuning', 'keys', 'on', 'each', 'side', 'of', 'the', 'head']",11,it has three tuning keys on each side of the head,train,train,train,train,"[1, 23, 24, 80, 3883, 3177, 20, 21, 22, 38, 10, 107, 2, 0, 0, 0, 0, 0]",head
338584,user_1032,It has three tuning pegs on each side of the headstock,3EJJQNKU9TY90TGPX71SGNOBK89RHG,77.0,46354939c9eb3e20d7dd3e22ab50af23,guitar,ShapeNet,a24d5a44843f54ee26587cb13c78fb9b,guitar,ShapeNet,False,guitar/ShapeNet/a24d5a44843f54ee26587cb13c78fb9b,guitar/ShapeNet/46354939c9eb3e20d7dd3e22ab50af23,False,guitar,guitar,2,"['it', 'has', 'three', 'tuning', 'pegs', 'on', 'each', 'side', 'of', 'the', 'headstock']",11,it has three tuning pegs on each side of the headstock,train,train,train,train,"[1, 23, 24, 80, 3883, 2023, 20, 21, 22, 38, 10, 3882, 2, 0, 0, 0, 0, 0]",head
338586,user_354,It does not have any knobs on its body,3R2UR8A0IC93P6OOAJ2APE70XKGXOW,23.0,fc7231fd95d1e4687a57dd3c9d98d88,guitar,ShapeNet,3b7928afa5667e9112a47018402419a2,guitar,ShapeNet,False,guitar/ShapeNet/3b7928afa5667e9112a47018402419a2,guitar/ShapeNet/fc7231fd95d1e4687a57dd3c9d98d88,False,guitar,guitar,2,"['it', 'does', 'not', 'have', 'any', 'knobs', 'on', 'its', 'body']",9,it does not have any knobs on its body,train,train,train,train,"[1, 23, 39, 40, 84, 278, 224, 20, 5, 45, 2, 0, 0, 0, 0, 0, 0, 0]",body
338587,user_1252,There is a soundhole on the body of the target guitar.,3ZQIG0FLQG9JQQSV1QS2INN1KBYVWU,509.0,fc7231fd95d1e4687a57dd3c9d98d88,guitar,ShapeNet,3b7928afa5667e9112a47018402419a2,guitar,ShapeNet,False,guitar/ShapeNet/3b7928afa5667e9112a47018402419a2,guitar/ShapeNet/fc7231fd95d1e4687a57dd3c9d98d88,False,guitar,guitar,2,"['there', 'is', 'a', 'sound', 'hole', 'on', 'the', 'body', 'of', 'the', 'target', 'guitar']",12,there is a sound hole on the body of the target guitar,train,train,train,train,"[1, 15, 7, 26, 617, 81, 20, 10, 45, 38, 10, 11, 757, 2, 0, 0, 0, 0]",body
338589,user_920,The corners of the target's body stick out further.,33L7PJKHCIRTNXSOYSCH3PWU5MQT8E,89.0,af4e80985f965bb091437d7de92c7dd7,guitar,ShapeNet,d84d2877bd385d9c69da8e7f9a803d12,guitar,ShapeNet,False,guitar/ShapeNet/d84d2877bd385d9c69da8e7f9a803d12,guitar/ShapeNet/af4e80985f965bb091437d7de92c7dd7,True,guitar,guitar,2,"['the', 'corners', 'of', 'the', 'target', ""'s"", 'body', 'stick', 'out', 'far', '-er']",11,the corners of the target 's body stick out far -er,train,train,train,train,"[1, 10, 735, 38, 10, 11, 12, 45, 339, 89, 78, 9, 2, 0, 0, 0, 0, 0]",body
338590,user_156,It has no knobs on its body.,37M28K1J0S6DSIPYJWIRXAFGXXXAJ6,26.0,6565cb5e586aa68730f83c7e8a7d80c9,guitar,ShapeNet,919859cf5b204b917ccaebc549d343e1,guitar,ShapeNet,False,guitar/ShapeNet/919859cf5b204b917ccaebc549d343e1,guitar/ShapeNet/6565cb5e586aa68730f83c7e8a7d80c9,False,guitar,guitar,2,"['it', 'has', 'no', 'knobs', 'on', 'its', 'body']",7,it has no knobs on its body,train,train,train,train,"[1, 23, 24, 123, 224, 20, 5, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",body
338591,user_1644,The head is larger.,3AUQQEL7U7MQI0RA8JZHBSEXJTEV0X,79.0,6565cb5e586aa68730f83c7e8a7d80c9,guitar,ShapeNet,919859cf5b204b917ccaebc549d343e1,guitar,ShapeNet,False,guitar/ShapeNet/919859cf5b204b917ccaebc549d343e1,guitar/ShapeNet/6565cb5e586aa68730f83c7e8a7d80c9,False,guitar,guitar,2,"['the', 'head', 'is', 'large', '-er']",5,the head is large -er,train,train,train,train,"[1, 10, 107, 7, 94, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
338592,user_354,It does not have any knobs on its body,3OVR4I9USRCFCGDU5LS9H852JEMQ4N,32.0,7701180906a0aa156a7ae841f1f88f87,guitar,ShapeNet,22760e2b45e67d724d88968940783b69,guitar,ShapeNet,False,guitar/ShapeNet/22760e2b45e67d724d88968940783b69,guitar/ShapeNet/7701180906a0aa156a7ae841f1f88f87,False,guitar,guitar,2,"['it', 'does', 'not', 'have', 'any', 'knobs', 'on', 'its', 'body']",9,it does not have any knobs on its body,train,train,train,train,"[1, 23, 39, 40, 84, 278, 224, 20, 5, 45, 2, 0, 0, 0, 0, 0, 0, 0]",body
338594,user_354,The edges of its body are more unique in design,3XXU1SWE8OO6QCOCXO8LF50KYGHA09,53.0,a92cd0b5d559075daa9518d76daaca23,guitar,ShapeNet,8ad0bde65846fd724133bbb00b8e2c6e,guitar,ShapeNet,False,guitar/ShapeNet/8ad0bde65846fd724133bbb00b8e2c6e,guitar/ShapeNet/a92cd0b5d559075daa9518d76daaca23,True,guitar,guitar,2,"['the', 'edges', 'of', 'its', 'body', 'are', 'more', 'unique', 'in', 'design']",10,the edges of its body are more unique in design,train,train,train,train,"[1, 10, 325, 38, 5, 45, 16, 34, 1240, 90, 192, 2, 0, 0, 0, 0, 0, 0]",body
338599,user_1154,The bridge is located at the very bottom of the body.,3HMIGG0U4NZP4JRI8YZGB6O9K5F8YN,106.0,cd26da8e82da2ff36212ceeee46a9894,guitar,ShapeNet,6734fc1b08d9572d372fd8fa16ad068d,guitar,ShapeNet,False,guitar/ShapeNet/6734fc1b08d9572d372fd8fa16ad068d,guitar/ShapeNet/cd26da8e82da2ff36212ceeee46a9894,True,guitar,guitar,2,"['the', 'bridge', 'is', 'located', 'at', 'the', 'very', 'bottom', 'of', 'the', 'body']",11,the bridge is located at the very bottom of the body,train,train,train,train,"[1, 10, 3017, 7, 251, 98, 10, 62, 76, 38, 10, 45, 2, 0, 0, 0, 0, 0]",body
338600,user_354,"It has one, large knob on its body",34PGFRQONQ4AZVS1K1EJFZC7P96WJV,45.0,7739bbd9890d0e47965378fe06bd3c02,guitar,ShapeNet,22033c6d7e5a90f193f0194265a9746c,guitar,ShapeNet,False,guitar/ShapeNet/22033c6d7e5a90f193f0194265a9746c,guitar/ShapeNet/7739bbd9890d0e47965378fe06bd3c02,True,guitar,guitar,2,"['it', 'has', 'one', 'large', 'knob', 'on', 'its', 'body']",8,it has one large knob on its body,train,train,train,train,"[1, 23, 24, 19, 94, 141, 20, 5, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0]",body
338605,user_1252,The tuners are situated on the right side of the head of the target guitar.,3MAOD8E57S3L7LOC942XAP7V751XNX,170.0,aabe3066d17c90c163e148e250c0340d,guitar,ShapeNet,e5fc7cde70b4d5dd63e148e250c0340d,guitar,ShapeNet,False,guitar/ShapeNet/e5fc7cde70b4d5dd63e148e250c0340d,guitar/ShapeNet/aabe3066d17c90c163e148e250c0340d,True,guitar,guitar,2,"['the', 'tuners', 'are', 'situated', 'on', 'the', 'right', 'side', 'of', 'the', 'head', 'of', 'the', 'target', 'guitar']",15,the tuners are situated on the right side of the head of the target guitar,train,train,train,train,"[1, 10, 3887, 16, 810, 20, 10, 118, 22, 38, 10, 107, 38, 10, 11, 757, 2, 0]",head
338606,user_354,It has a switch on the top left corner of its body,3QY7M81QH9FQK0XIUE6JOYD3B987KI,65.0,80f912aac9b3be34e1f2a1daf140ac9f,guitar,ShapeNet,71137de8f3188ab3ac61a2f8346a8f,guitar,ShapeNet,False,guitar/ShapeNet/71137de8f3188ab3ac61a2f8346a8f,guitar/ShapeNet/80f912aac9b3be34e1f2a1daf140ac9f,True,guitar,guitar,2,"['it', 'has', 'a', 'switch', 'on', 'the', 'top', 'left', 'corner', 'of', 'its', 'body']",12,it has a switch on the top left corner of its body,train,train,train,train,"[1, 23, 24, 26, 64, 20, 10, 99, 187, 1109, 38, 5, 45, 2, 0, 0, 0, 0]",body
338607,user_1529,There is a rounded indentation on only one sideof the top of the body.,3J4Q2Z4UT0WRLIWEFRYSC0OT3CNWQR,154.0,80f912aac9b3be34e1f2a1daf140ac9f,guitar,ShapeNet,71137de8f3188ab3ac61a2f8346a8f,guitar,ShapeNet,False,guitar/ShapeNet/71137de8f3188ab3ac61a2f8346a8f,guitar/ShapeNet/80f912aac9b3be34e1f2a1daf140ac9f,True,guitar,guitar,2,"['there', 'is', 'a', 'rounded', 'indentation', 'on', 'only', 'one', 'video', 'the', 'top', 'of', 'the', 'body']",14,there is a rounded indentation on only one video the top of the body,train,train,train,train,"[1, 15, 7, 26, 48, 653, 20, 133, 19, 3265, 10, 99, 38, 10, 45, 2, 0, 0]",body
338608,user_354,It has a smaller headstock overall,33CID57106MJ3NEDD2FUQHE2V7J3L4,62.0,b47dc8ec5f06cd414bd9729c64cda7af,guitar,ShapeNet,1b65d2e0c0ed78237e1c85c5c15da7fb,guitar,ShapeNet,False,guitar/ShapeNet/1b65d2e0c0ed78237e1c85c5c15da7fb,guitar/ShapeNet/b47dc8ec5f06cd414bd9729c64cda7af,True,guitar,guitar,2,"['it', 'has', 'a', 'small', '-er', 'headstock', 'overall']",7,it has a small -er headstock overall,train,train,train,train,"[1, 23, 24, 26, 111, 9, 3882, 201, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
338612,user_1032,The top of the headstock is scalloped,3OSWBBLG1GQCL9XZKAOUEKV1TX2DXQ,84.0,32fed3850b26c82b1c91d5bf986c0423,guitar,ShapeNet,9943ae38cd844c91082f2ea630bf69e,guitar,ShapeNet,False,guitar/ShapeNet/9943ae38cd844c91082f2ea630bf69e,guitar/ShapeNet/32fed3850b26c82b1c91d5bf986c0423,True,guitar,guitar,2,"['the', 'top', 'of', 'the', 'headstock', 'is', 'scalloped']",7,the top of the headstock is scalloped,train,train,train,train,"[1, 10, 99, 38, 10, 3882, 7, 2141, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
338618,user_1143,The target has visible tuning heads,3ZAK8W07I67Q5L2A3TPCF6CE5KG0UK,74.0,ed1ca9a829715b78a71985b33d2601e3,guitar,ShapeNet,ecd53707110dbc208d8778ff441ce85d,guitar,ShapeNet,False,guitar/ShapeNet/ecd53707110dbc208d8778ff441ce85d,guitar/ShapeNet/ed1ca9a829715b78a71985b33d2601e3,False,guitar,guitar,2,"['the', 'target', 'has', 'visible', 'tuning', 'heads']",6,the target has visible tuning heads,train,train,train,train,"[1, 10, 11, 24, 185, 3883, 473, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
338619,user_1529,There are tuning pegs on the sides of the head.,3Q8GYXHFERVTEY7BE8AO2VMZF0ZC52,490.0,ed1ca9a829715b78a71985b33d2601e3,guitar,ShapeNet,ecd53707110dbc208d8778ff441ce85d,guitar,ShapeNet,False,guitar/ShapeNet/ecd53707110dbc208d8778ff441ce85d,guitar/ShapeNet/ed1ca9a829715b78a71985b33d2601e3,False,guitar,guitar,2,"['there', 'are', 'tuning', 'pegs', 'on', 'the', 'sides', 'of', 'the', 'head']",10,there are tuning pegs on the sides of the head,train,train,train,train,"[1, 15, 16, 3883, 2023, 20, 10, 360, 38, 10, 107, 2, 0, 0, 0, 0, 0, 0]",head
338627,user_1154,A small piece to connect a guitar strap is visible behind the neck.,37FMASSAYEKMGHAK7SXNGKKM21MBIL,1076.0,6a2ffe917b2171497b1bccfe0b4bbe47,guitar,ShapeNet,414302b6fb93064d6b072a28b9bce334,guitar,ShapeNet,False,guitar/ShapeNet/414302b6fb93064d6b072a28b9bce334,guitar/ShapeNet/6a2ffe917b2171497b1bccfe0b4bbe47,True,guitar,guitar,2,"['a', 'small', 'piece', 'to', 'connect', 'a', 'guitar', 'strap', 'is', 'visible', 'behind', 'the', 'neck']",13,a small piece to connect a guitar strap is visible behind the neck,train,train,train,train,"[1, 26, 111, 65, 58, 392, 26, 757, 628, 7, 185, 274, 10, 509, 2, 0, 0, 0]",neck
338636,user_1644,One of the heads has twice as many tuning pegs.,30X31N5D65J6RL8O6QR5PB63TF5ASF,101.0,3839f1edddecf07c502e2eeb62a0f66d,guitar,ShapeNet,5dd9e0c35898183bfbeef84a1ff2df7f,guitar,ShapeNet,False,guitar/ShapeNet/5dd9e0c35898183bfbeef84a1ff2df7f,guitar/ShapeNet/3839f1edddecf07c502e2eeb62a0f66d,True,guitar,guitar,2,"['one', 'of', 'the', 'heads', 'has', 'twice', 'as', 'many', 'tuning', 'pegs']",10,one of the heads has twice as many tuning pegs,train,train,train,train,"[1, 19, 38, 10, 473, 24, 1009, 52, 30, 3883, 2023, 2, 0, 0, 0, 0, 0, 0]",head
338638,user_1154,The sides o the body are smooth and curve inward.,3U8YCDAGXR9YDSVTMK5755FP2YZQ0S,72.0,7aa29002be26087ebc2f9fd0bfca25cb,guitar,ShapeNet,85bef84a26a91bff9ce363b13bdd195d,guitar,ShapeNet,False,guitar/ShapeNet/85bef84a26a91bff9ce363b13bdd195d,guitar/ShapeNet/7aa29002be26087ebc2f9fd0bfca25cb,False,guitar,guitar,2,"['the', 'sides', 'o', 'the', 'body', 'are', 'smooth', 'and', 'curve', 'inward']",10,the sides o the body are smooth and curve inward,test,train,test,train,"[1, 10, 360, 2442, 10, 45, 16, 379, 47, 43, 1476, 2, 0, 0, 0, 0, 0, 0]",body
338640,user_354,All of its tuning pegs are on the left side of its headstock,3H8DHMCCWB4619YSLR95OQNZXKZKDC,60.0,2a3cbbb4242103a9d57700c05b1862d8,guitar,ShapeNet,b68c1576d19b5f1b93b667ec2f48a310,guitar,ShapeNet,False,guitar/ShapeNet/b68c1576d19b5f1b93b667ec2f48a310,guitar/ShapeNet/2a3cbbb4242103a9d57700c05b1862d8,True,guitar,guitar,2,"['all', 'of', 'its', 'tuning', 'pegs', 'are', 'on', 'the', 'left', 'side', 'of', 'its', 'headstock']",13,all of its tuning pegs are on the left side of its headstock,train,train,train,train,"[1, 367, 38, 5, 3883, 2023, 16, 20, 10, 187, 22, 38, 5, 3882, 2, 0, 0, 0]",head
338644,user_354,Its headstock has a simpler design,37WLF8U1WRJ7G0JDB41RIKD7GVJ6K7,64.0,25a108bc4c106249480694b9b5582e9e,guitar,ShapeNet,2cdbb215d7816019f22d46d16026da2b,guitar,ShapeNet,False,guitar/ShapeNet/2cdbb215d7816019f22d46d16026da2b,guitar/ShapeNet/25a108bc4c106249480694b9b5582e9e,False,guitar,guitar,2,"['its', 'headstock', 'has', 'a', 'simple', '-er', 'design']",7,its headstock has a simple -er design,train,train,train,train,"[1, 5, 3882, 24, 26, 421, 9, 192, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",head
338646,user_1598,All six tuners of the target guitar are on the left side of headstock.,3KIBXJ1WD7NX56PHB0NLZKZY1WUKOT,99.0,54aab60ad947a9da37d3e9143e987d83,guitar,ShapeNet,7cf22bda34c2419de943333e8b45c296,guitar,ShapeNet,False,guitar/ShapeNet/7cf22bda34c2419de943333e8b45c296,guitar/ShapeNet/54aab60ad947a9da37d3e9143e987d83,False,guitar,guitar,2,"['all', 'six', 'tuners', 'of', 'the', 'target', 'guitar', 'are', 'on', 'the', 'left', 'side', 'of', 'headstock']",14,all six tuners of the target guitar are on the left side of headstock,train,train,train,train,"[1, 367, 553, 3887, 38, 10, 11, 757, 16, 20, 10, 187, 22, 38, 3882, 2, 0, 0]",head
338647,user_1644,The lower part of the body has two points.,3FTOP5WARHHHR5RGRULY8433O4S0JY,149.0,54aab60ad947a9da37d3e9143e987d83,guitar,ShapeNet,7cf22bda34c2419de943333e8b45c296,guitar,ShapeNet,False,guitar/ShapeNet/7cf22bda34c2419de943333e8b45c296,guitar/ShapeNet/54aab60ad947a9da37d3e9143e987d83,False,guitar,guitar,2,"['the', 'low', '-er', 'part', 'of', 'the', 'body', 'has', 'two', 'points']",10,the low -er part of the body has two points,train,train,train,train,"[1, 10, 345, 9, 311, 38, 10, 45, 24, 17, 298, 2, 0, 0, 0, 0, 0, 0]",body
338649,user_1598,The target's body has a lot more curves and pointy edges.,3MB8LZR5BHMPZLMKY87T73V46ZZLK3,116.0,f6884341f0d6d2cd69a645978ae8c765,guitar,ShapeNet,1904d163ebaac00722b42f314feaca43,guitar,ShapeNet,False,guitar/ShapeNet/1904d163ebaac00722b42f314feaca43,guitar/ShapeNet/f6884341f0d6d2cd69a645978ae8c765,False,guitar,guitar,2,"['the', 'target', ""'s"", 'body', 'has', 'a', 'lot', 'more', 'curves', 'and', 'pointy', 'edges']",12,the target 's body has a lot more curves and pointy edges,train,train,train,train,"[1, 10, 11, 12, 45, 24, 26, 110, 34, 156, 47, 397, 325, 2, 0, 0, 0, 0]",body
338655,user_1032,It has two thin cutouts on the front of the body,3NPI0JQDAQYETPR5K9ESPBRKUKGPTW,193.0,3824a2336972d144a24eeca91f583600,guitar,ShapeNet,c9b60abdc17708fb78ad94b294a9faa6,guitar,ShapeNet,False,guitar/ShapeNet/c9b60abdc17708fb78ad94b294a9faa6,guitar/ShapeNet/3824a2336972d144a24eeca91f583600,True,guitar,guitar,2,"['it', 'has', 'two', 'thin', 'cutouts', 'on', 'the', 'front', 'of', 'the', 'body']",11,it has two thin cutouts on the front of the body,train,train,train,train,"[1, 23, 24, 17, 60, 1488, 20, 10, 37, 38, 10, 45, 2, 0, 0, 0, 0, 0]",body
338657,user_1252,There are three volume controls on the body of the target guitar.,3JWH6J9I9U6EUILB48AFLSG3OAABNF,156.0,7e4c32c76690d64a59ca4b9cdfa4cd73,guitar,ShapeNet,ff956097c2e0fd2cf66a9e192dbe265,guitar,ShapeNet,False,guitar/ShapeNet/ff956097c2e0fd2cf66a9e192dbe265,guitar/ShapeNet/7e4c32c76690d64a59ca4b9cdfa4cd73,True,guitar,guitar,2,"['there', 'are', 'three', 'volume', 'controls', 'on', 'the', 'body', 'of', 'the', 'target', 'guitar']",12,there are three volume controls on the body of the target guitar,train,train,train,train,"[1, 15, 16, 80, 1028, 326, 20, 10, 45, 38, 10, 11, 757, 2, 0, 0, 0, 0]",body
338661,user_1252,The upper body of the left side of the Target guitar is rounded.,3VW04L3ZLVZQJF2GBAP68RYT9AJXX7,296.0,c33328c564f0f6be799d06ad2011f8d4,guitar,ShapeNet,f7f1f2430ff969e9eb2f514f87188941,guitar,ShapeNet,False,guitar/ShapeNet/f7f1f2430ff969e9eb2f514f87188941,guitar/ShapeNet/c33328c564f0f6be799d06ad2011f8d4,True,guitar,guitar,2,"['the', 'upper', 'body', 'of', 'the', 'left', 'side', 'of', 'the', 'target', 'guitar', 'is', 'rounded']",13,the upper body of the left side of the target guitar is rounded,train,train,train,train,"[1, 10, 1050, 45, 38, 10, 187, 22, 38, 10, 11, 757, 7, 48, 2, 0, 0, 0]",body
338662,user_1154,Both top sides of the guitar body point up.,33M4IA01QIU6MJG42BJEJ9C58SXXR8,90.0,ce5aa7d561bd83122d1748032da3d7b6,guitar,ShapeNet,b427af4fcda02cf61a2c693bb85517c2,guitar,ShapeNet,False,guitar/ShapeNet/b427af4fcda02cf61a2c693bb85517c2,guitar/ShapeNet/ce5aa7d561bd83122d1748032da3d7b6,True,guitar,guitar,2,"['both', 'top', 'sides', 'of', 'the', 'guitar', 'body', 'point', 'up']",9,both top sides of the guitar body point up,train,train,train,train,"[1, 470, 99, 360, 38, 10, 757, 45, 412, 269, 2, 0, 0, 0, 0, 0, 0, 0]",body
338663,user_1644,The upper part of the body is more pointed.,3TPWUS5F8BUNRHMVA9XXSVZCZPYCWY,198.0,ce5aa7d561bd83122d1748032da3d7b6,guitar,ShapeNet,b427af4fcda02cf61a2c693bb85517c2,guitar,ShapeNet,False,guitar/ShapeNet/b427af4fcda02cf61a2c693bb85517c2,guitar/ShapeNet/ce5aa7d561bd83122d1748032da3d7b6,True,guitar,guitar,2,"['the', 'upper', 'part', 'of', 'the', 'body', 'is', 'more', 'pointed']",9,the upper part of the body is more pointed,train,train,train,train,"[1, 10, 1050, 311, 38, 10, 45, 7, 34, 387, 2, 0, 0, 0, 0, 0, 0, 0]",body
338664,user_1252,The head of the target guitar is shaped differently and curves upwards.,30BXRYBRP6QE8PXBW1BY3MWSCRKWHS,280.0,14038f17e185433993f0194265a9746c,guitar,ShapeNet,64205848fba5d7f74fdc524a49e62393,guitar,ShapeNet,False,guitar/ShapeNet/64205848fba5d7f74fdc524a49e62393,guitar/ShapeNet/14038f17e185433993f0194265a9746c,False,guitar,guitar,2,"['the', 'head', 'of', 'the', 'target', 'guitar', 'is', 'shaped', 'differently', 'and', 'curves', 'upwards']",12,the head of the target guitar is shaped differently and curves upwards,train,train,train,train,"[1, 10, 107, 38, 10, 11, 757, 7, 14, 1808, 47, 156, 209, 2, 0, 0, 0, 0]",head
338670,user_354,Its headstock is more rounded off at the top,3HMIGG0U4NZP4JRI8YZGB6O9K8FY8J,42.0,58bb21c325f021088f01c8e793a6e062,guitar,ShapeNet,935eb2290503cc0a343b0b12983b9982,guitar,ShapeNet,False,guitar/ShapeNet/935eb2290503cc0a343b0b12983b9982,guitar/ShapeNet/58bb21c325f021088f01c8e793a6e062,False,guitar,guitar,2,"['its', 'headstock', 'is', 'more', 'rounded', 'off', 'at', 'the', 'top']",9,its headstock is more rounded off at the top,train,train,train,train,"[1, 5, 3882, 7, 34, 48, 57, 98, 10, 99, 2, 0, 0, 0, 0, 0, 0, 0]",head
338671,user_1529,The bottom of the body is rounder.,3AMW0RGHOFVGYCMLNDSGGCLS5YBNP2,117.0,58bb21c325f021088f01c8e793a6e062,guitar,ShapeNet,935eb2290503cc0a343b0b12983b9982,guitar,ShapeNet,False,guitar/ShapeNet/935eb2290503cc0a343b0b12983b9982,guitar/ShapeNet/58bb21c325f021088f01c8e793a6e062,False,guitar,guitar,2,"['the', 'bottom', 'of', 'the', 'body', 'is', 'round', '-er']",8,the bottom of the body is round -er,train,train,train,train,"[1, 10, 76, 38, 10, 45, 7, 134, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0]",body
338678,user_1601,Its' neck is slimmer.,3KGTPGBS6ZEX1V5OIGTQYU5T2SOU26,200.0,f37376f5089ad242561dce3fe08634b7,guitar,ShapeNet,8d45c79841bf56331108db7cc39bd3b1,guitar,ShapeNet,False,guitar/ShapeNet/8d45c79841bf56331108db7cc39bd3b1,guitar/ShapeNet/f37376f5089ad242561dce3fe08634b7,True,guitar,guitar,2,"['its', ""'"", 'neck', 'is', 'slim', '-er']",6,its ' neck is slim -er,val,train,val,train,"[1, 5, 587, 509, 7, 829, 9, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",neck
338684,user_1088,There is a sound hole on the body,3WSELTNVR5V76LL3VQWVZG2PVC0ATD,90.0,b54b9a0eb5be15dd57700c05b1862d8,guitar,ShapeNet,1f08ecadd3cb407dcf45555a18e7351a,guitar,ShapeNet,False,guitar/ShapeNet/1f08ecadd3cb407dcf45555a18e7351a,guitar/ShapeNet/b54b9a0eb5be15dd57700c05b1862d8,True,guitar,guitar,2,"['there', 'is', 'a', 'sound', 'hole', 'on', 'the', 'body']",8,there is a sound hole on the body,test,train,test,train,"[1, 15, 7, 26, 617, 81, 20, 10, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0]",body
338685,user_1914,"On the target, the top, right of the body, curves inward.",3M68NM076J0T34W81OAOJWZLB6BR6L,216.0,b54b9a0eb5be15dd57700c05b1862d8,guitar,ShapeNet,1f08ecadd3cb407dcf45555a18e7351a,guitar,ShapeNet,False,guitar/ShapeNet/1f08ecadd3cb407dcf45555a18e7351a,guitar/ShapeNet/b54b9a0eb5be15dd57700c05b1862d8,True,guitar,guitar,2,"['on', 'the', 'target', 'the', 'top', 'right', 'of', 'the', 'body', 'curves', 'inward']",11,on the target the top right of the body curves inward,test,train,test,train,"[1, 20, 10, 11, 10, 99, 118, 38, 10, 45, 156, 1476, 2, 0, 0, 0, 0, 0]",body
338692,user_1154,There is a small triangular notch in the top of the guitar's headstock.,3HYA4D452TC8ID8YNRYRCU4QS3V2FX,788.0,2e2d2d6dbb316502872341b062fa57a9,guitar,ShapeNet,10d2c216c70b788485b61f146daff2fb,guitar,ShapeNet,False,guitar/ShapeNet/10d2c216c70b788485b61f146daff2fb,guitar/ShapeNet/2e2d2d6dbb316502872341b062fa57a9,False,guitar,guitar,2,"['there', 'is', 'a', 'small', 'triangular', 'notch', 'in', 'the', 'top', 'of', 'the', 'guitar', ""'s"", 'headstock']",14,there is a small triangular notch in the top of the guitar 's headstock,train,train,train,train,"[1, 15, 7, 26, 111, 564, 1584, 90, 10, 99, 38, 10, 757, 12, 3882, 2, 0, 0]",head
